stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
SAS,27.2,31.2,23.2,27.2,0.2,0.2,5440,27.2,27.2,27.2
SB1,9.8,11.2,8.4,9.7,0.2,0.8,7360,9.8,8.6,9.2
SBD,15.5,17.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SBH,39.5,45.4,33.6,39.5,0.1,0.1,3950,39.5,39.5,39.5
SBL,10.3,11.8,8.8,0.0,0.0,0.0,0,0.0,0.0,0.0
SBM,27.5,31.6,23.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SBR,13.9,15.9,11.9,14.9,0.3,2.0,28030,14.9,13.8,14.0
SBS,14.0,16.1,11.9,13.8,0.6,1950.1,27193970,14.6,13.8,13.9
SCA,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
SCC,6.2,7.1,5.3,7.0,0.2,1.1,7470,7.0,6.2,6.8
SCJ,10.1,11.6,8.6,10.9,3.9,92.1,988080,11.3,10.5,10.7
SCL,17.9,20.5,15.3,19.4,0.2,34.6,668350,19.8,19.0,19.3
SCO,7.0,8.0,6.0,6.6,0.1,0.1,660,6.6,6.6,6.6
SCV,23.5,32.9,14.1,0.0,0.0,0.0,0,0.0,0.0,0.0
SCY,13.0,18.2,7.8,0.0,0.0,0.0,0,0.0,0.0,0.0
SD1,2.9,3.3,2.5,2.8,0.2,13.8,36240,2.9,2.5,2.6
SD3,7.5,8.6,6.4,7.6,0.8,53.7,408970,8.0,7.5,7.6
SD7,8.3,9.5,7.1,8.6,0.2,13.5,114080,9.0,7.5,8.4
SD8,3.4,3.9,2.9,3.0,0.9,9.8,28760,3.6,2.9,2.9
SDB,2.2,2.5,1.9,2.3,0.2,3.3,7590,2.3,2.3,2.3
SDD,6.8,7.8,5.8,7.2,0.1,360.4,2580340,7.4,7.0,7.2
SDH,2.6,2.9,2.3,2.3,0.1,91.1,226300,2.9,2.3,2.5
SDJ,8.3,9.5,7.1,9.5,0.2,15.9,150350,9.5,9.4,9.5
SDK,31.2,35.8,26.6,31.1,0.1,0.3,9330,31.1,31.1,31.1
SDP,5.7,6.5,4.9,6.2,1.0,137.2,853850,6.4,5.9,6.2
SDV,31.5,36.2,26.8,31.1,0.1,0.5,15510,32.0,30.0,31.0
SDX,4.5,5.1,3.9,4.1,9.5,33.1,139150,4.8,3.9,4.2
SDY,3.4,3.9,2.9,3.8,0.1,14.0,47070,3.8,3.2,3.4
SEA,42.8,49.2,36.4,44.8,0.1,2.5,111260,46.3,43.0,44.5
SEP,19.0,21.8,16.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SGB,17.6,20.2,15.0,17.9,0.9,313.2,5630620,18.3,17.7,18.0
SGI,27.4,31.5,23.3,27.3,2.3,17.0,465850,27.9,27.3,27.4
SGO,2.0,2.3,1.7,2.0,0.1,402.5,791420,2.2,1.8,2.0
SGP,28.5,32.7,24.3,29.4,0.1,79.8,2339700,29.8,29.0,29.3
SGS,16.0,18.4,13.6,16.1,0.1,5.1,82520,17.0,16.0,16.2
SHC,12.0,13.8,10.2,12.8,0.1,0.4,4430,12.8,10.5,11.1
SHG,3.9,4.4,3.4,3.5,2.5,17.8,64000,3.7,3.5,3.6
SHX,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SID,18.5,21.2,15.8,18.0,1.0,2.3,41840,18.5,18.0,18.2
SIG,12.0,13.8,10.2,12.8,2.0,2.8,35300,13.0,12.0,12.6
SIP,142.1,163.4,120.8,142.5,0.7,50.2,7166890,145.0,141.0,142.8
SIV,64.4,74.0,54.8,0.0,0.0,0.0,0,0.0,0.0,0.0
WSB,49.8,57.2,42.4,50.3,0.1,15.5,772150,50.5,49.7,49.8
WTC,36.1,41.5,30.7,40.9,0.1,0.1,4090,40.9,40.9,40.9
X26,16.8,19.3,14.3,0.0,0.0,0.0,0,0.0,0.0,0.0
X77,0.3,0.4,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0
XDH,7.7,10.7,4.7,0.0,0.0,0.0,0,0.0,0.0,0.0
XHC,26.0,29.9,22.1,0.0,0.0,0.0,0,0.0,0.0,0.0
XLV,10.8,12.4,9.2,0.0,0.0,0.0,0,0.0,0.0,0.0
XMC,13.5,15.5,11.5,13.7,0.1,13.5,185150,13.9,13.5,13.7
XMD,1.9,2.6,1.2,0.0,0.0,0.0,0,0.0,0.0,0.0
XMP,16.3,18.7,13.9,16.3,0.2,0.2,3260,16.3,16.3,16.3
XPH,10.5,12.0,9.0,10.1,0.1,9.1,88360,10.1,9.7,9.7
YBC,10.5,12.0,9.0,10.0,0.1,9.1,90200,10.0,9.2,9.9
YTC,57.0,65.5,48.5,0.0,0.0,0.0,0,0.0,0.0,0.0
